city_development_index,relevent_experience,education_level,company_size,training_hours,experience_num,last_new_job_num,training_per_experience,training_hours_log1p,gender_Female,gender_Male,gender_Other,enrolled_university_Full time course,enrolled_university_Part time course,enrolled_university_no_enrollment,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,experience_level_Expert,experience_level_Junior,experience_level_Mid,experience_level_Missing,experience_level_Senior,target
-0.3262131022400027,-1.5978920931947926,-0.1940335773171405,-0.09556967969339583,1.3101386102146122,-1.051250386797434,-1.1876296323287348,1.470076406145886,1.246571301795344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.1942405669422533,0.6258244873097911,-0.1940335773171405,0.4509503223059377,-0.888158715273598,-0.9037678298648959,-0.5871653798109829,-0.4463640856379005,-1.3084947767250057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.064442067547525,-1.5978920931947926,-0.1940335773171405,-0.09556967969339583,-0.2553155458148708,-1.198732943729972,-1.1876296323287348,0.3673626311115644,0.13958624836112085,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,2.0905103283039383,-0.7882361095695885,0.5710577394604853,1.8146916302600247,-0.5148083889158929,-0.9064600568654245,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7365121115543416,-1.5978920931947926,1.2579699225840066,-0.09556967969339583,-0.08877786964152154,0.8660228533255616,1.8146916302600247,-0.38194591784684884,0.32927155582368395,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,-3.098040577119435,0.9974703243052713,-0.5717371305442344,-0.7562852729323578,-1.1876296323287348,-0.2885619419691958,-0.3541934053691113,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20452700905744411,0.6258244873097911,-0.1940335773171405,0.4509503223059377,0.6273341379038803,0.2760926255954091,0.013298872706768963,-0.13134479234560226,0.8944843032239043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,2.0905103283039383,0.6106803702865453,-0.9037678298648959,0.013298872706768963,0.580300463531985,0.8842483878667016,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.22075182148178527,0.6258244873097911,-0.1940335773171405,-1.7351296856913965,0.21098994747050712,0.7185402963930234,-0.5871653798109829,-0.3051977101270412,0.603207165655654,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,-0.09556967969339583,0.5107577645825357,-0.6088027159998196,-0.5871653798109829,0.1989679166974561,0.8206647683241701,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6959500804934887,0.6258244873097911,1.2579699225840066,-0.09556967969339583,-0.8048898771869234,0.2760926255954091,-0.5871653798109829,-0.5086659514422268,-0.9637393575728473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,-0.6420896816927294,1.360099913066617,1.1609879671906378,-0.5871653798109829,-0.14196705263840811,1.2682664421653171,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6797252680691476,0.6258244873097911,2.7099734224851537,-0.09556967969339583,0.1443748770011674,1.6034356379882522,-0.5871653798109829,-0.39140123603587634,0.5481605507017684,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-2.0298184067958225,0.6258244873097911,-0.1940335773171405,0.9974703243052713,0.02779850367982294,-0.9037678298648959,-0.5871653798109829,0.18104202774369627,0.4443592244629891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,-0.1940335773171405,0.9974703243052713,0.4274889264958612,0.42357518252794724,-0.5871653798109829,-0.21251271610475989,0.7645983000307689,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6553880494326358,0.6258244873097911,-0.1940335773171405,2.0905103283039383,4.374431851804239,-1.3462155006625103,-0.5871653798109829,8.770802089131738,2.1145705284652982,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5452480699686082,0.6258244873097911,-0.1940335773171405,-0.09556967969339583,1.609906427326641,-0.7562852729323578,-0.5871653798109829,0.9567441315609432,1.3705395907169158,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7365121115543416,0.6258244873097911,1.2579699225840066,2.0905103283039383,-0.5051220600748947,1.6034356379882522,1.2142273777422727,-0.4925121386056377,-0.2294129975898772,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
